,Time,Velocity,Direction,Magnitude
0,0.0,0.49235857,2.8506934930555556,4.5686228713888895
1,0.1,0.81561446,2.822327675,4.007755625000001
2,0.2,0.2102554,3.2153028500000005,3.890504644444445
3,0.3,0.40910065,3.72529905,4.2424267833333325
4,0.4,0.36726534,3.917457336111111,6.440690400000003
5,0.5,0.67346174,4.2864542027777786,2.9660537444444444
6,0.6,0.24343863,3.219048606944445,4.027517712222223
7,0.7,0.7771167,3.7044555208333327,4.628924177222222
8,0.7999999999999999,0.26203716,3.4035974444444452,4.076536231111111
9,0.8999999999999999,0.6835889,1.8577623313888887,3.4254849063888893
10,1.0,0.19799393,2.632508269444444,3.048990091666667
11,1.1,0.54560614,2.305163015,4.194846942222222
12,1.2,0.3745004,2.517830779166667,3.0315787852777785
13,1.3,0.4700999,1.5887318511111113,3.0972110833333333
14,1.4,0.46253213,1.8238738933333332,3.1536450583333333
15,1.5000000000000002,0.6414248,1.2489022163888888,3.514467466666666
16,1.6000000000000003,0.19883867,1.5966001833333334,2.9108725388888894
17,1.7000000000000004,0.56893516,1.6711136361111112,3.9549949777777775
18,1.8000000000000005,0.1991137,2.7517046586111107,3.4305419725000004
19,1.9000000000000008,0.55569,0.8094809263888888,3.5584852694444447
20,2.0000000000000004,0.21659227,2.641601708888889,2.749573766666666
21,2.1000000000000005,0.6099441,3.616960813055555,2.5728878249999996
22,2.2000000000000006,0.3792556,2.561740776388889,3.194132551944444
23,2.3000000000000007,0.34785804,3.8992054094444444,5.04685933888889
24,2.400000000000001,0.4140887,2.615221677777777,2.996960299999999
25,2.500000000000001,0.6840683,3.8824946638888886,3.623477763888889
26,2.600000000000001,0.0076625035,2.68401957,4.035820727499999
27,2.700000000000001,0.8259575,2.984078766666667,3.4728567444444445
28,2.800000000000001,0.18038532,2.9080901794444447,3.617936910833333
29,2.900000000000001,0.51824534,2.1216430669444453,4.190616839722223
30,3.0000000000000013,0.16923988,2.774057477777778,3.7795272138888896
31,3.1000000000000014,0.5128718,1.547167324444444,3.2706357194444458
32,3.200000000000001,0.4180325,3.6277720444444443,3.143877965277778
33,3.3000000000000016,0.45170024,2.296979476388889,3.1776301722222215
34,3.4000000000000017,0.4074471,2.358762438055556,4.598712530555555
35,3.5000000000000018,0.379711,3.9147215391666665,4.133165105555555
36,3.600000000000002,0.355885,3.284136572222222,4.104357274999999
37,3.700000000000002,0.3677665,2.867971664444445,3.192443076111111
38,3.800000000000002,0.375297,4.062962727777778,3.7113906777777768
39,3.900000000000002,0.40286258,4.131289913888889,4.285425602777778
40,4.000000000000002,0.42670977,3.1953973075000004,4.022012858333333
41,4.100000000000001,0.73892003,3.4059402747222216,4.3557180775000015
42,4.200000000000001,0.21857676,3.123143705555556,2.9053489250000006
43,4.300000000000001,0.64446044,4.104154411111113,4.285565637777779
44,4.4,0.20941345,3.6591307647222227,3.5554757416666676
45,4.5,0.5218495,4.939851988888889,4.552987005555555
46,4.6,0.35266942,3.220522955555555,5.281540758333333
47,4.699999999999999,0.3710177,4.035779363888889,3.747739626388889
48,4.799999999999999,0.36621845,2.423972652777777,3.766855388888889
49,4.899999999999999,0.4660778,3.3111421305555546,4.015187466666667
50,4.999999999999998,0.42401505,3.6598224166666657,3.2020211416666666
51,5.099999999999998,0.4227138,3.0793963361111114,3.7032612999999994
52,5.1999999999999975,0.41328585,2.5194026630555557,3.3618220194444444
53,5.299999999999997,0.6037018,2.424053097222222,3.358540236111112
54,5.399999999999997,0.24144009,2.4048602236111107,3.4951148063888886
55,5.4999999999999964,0.6448945,2.40161153611111,3.2372174416666675
56,5.599999999999996,0.47670138,2.100751366944445,3.1780200527777778
57,5.699999999999996,0.500324,1.7264398902777782,4.782050405555555
58,5.799999999999995,0.5360449,2.345036934166667,3.0126592027777774
