,Time,Velocity,Direction,Magnitude
0,0.0,0.2655696,4.227153488888889,2.7963131074999996
1,0.1,0.30097973,3.6286040569444444,4.147896247222221
2,0.2,0.1714297,2.7845951074999995,4.383317222222222
3,0.3,0.31939954,3.4001456055555557,3.6911829077777774
4,0.4,0.21667911,3.5917721222222223,4.378738371111111
5,0.5,0.33440953,3.409879061111111,4.589769966666669
6,0.6,0.23601922,3.3269139477777783,3.5395334638888887
7,0.7,0.2693816,3.0749638419444447,4.111213415833333
8,0.7999999999999999,0.28081378,3.284861122222222,3.7814424222222223
9,0.8999999999999999,0.18025678,4.9503129916666655,3.558145644444445
10,1.0,0.14320923,2.9657825244444456,3.6107495833333343
11,1.1,0.2357455,3.5921027527777776,4.151008363888889
12,1.2,0.16490965,1.5347280955555556,3.048957925
13,1.3,0.25728247,3.441912375,3.8953399777777773
14,1.4,0.23930272,3.268240591388889,4.059484682222222
15,1.5000000000000002,0.19130152,4.535144832777778,3.3394011763888884
16,1.6000000000000003,0.13506949,3.867057749166667,3.585114511111111
17,1.7000000000000004,0.22687604,4.412426753611112,2.8956074616666667
18,1.8000000000000005,0.14260478,3.3784232277777777,2.9657311833333333
19,1.9000000000000008,0.123757355,2.8067725936111105,4.910420286388889
20,2.0000000000000004,0.12918855,3.559659841666666,3.766296666666667
21,2.1000000000000005,0.1465322,4.005405344444444,3.659424002777778
22,2.2000000000000006,0.15861298,3.719506283333333,2.8045745205555552
23,2.3000000000000007,0.3079874,2.6954243472222226,3.371603791111111
24,2.400000000000001,0.20358315,3.456260508333333,3.899443508888888
25,2.500000000000001,0.2391523,4.404330411111111,3.9380956800000004
26,2.600000000000001,0.16622473,3.671684919444445,4.5015425166666665
27,2.700000000000001,0.2994672,1.8854570763888887,3.7588247777777775
28,2.800000000000001,0.12944812,3.2537603711111114,3.3913362888888887
29,2.900000000000001,0.29893053,3.6812968777777777,2.826211948055555
30,3.0000000000000013,0.19271998,3.2867957591666666,0.01630750694444445
31,3.1000000000000014,0.2119567,3.913149008333333,3.424123983333333
32,3.200000000000001,0.13493314,2.851592216666666,4.219728630555556
33,3.3000000000000016,0.19472383,3.578432785833334,3.2810006277777783
34,3.4000000000000017,0.14948143,2.831600371111111,4.083401836111111
35,3.5000000000000018,0.29362667,3.4450540744444447,3.4165374694444446
36,3.600000000000002,0.23146018,4.345148644444445,4.9617319194444445
37,3.700000000000002,0.36164328,4.599469124999999,5.657911648888888
38,3.800000000000002,0.2670561,3.865586080555555,4.58306353888889
39,3.900000000000002,0.4540834,4.246976833333333,4.486372130833335
40,4.000000000000002,0.38522217,3.3741011222222226,4.385942636111111
41,4.100000000000001,0.7710598,5.071556147222222,0.07229771138888888
42,4.200000000000001,0.8095396,3.618329872222222,4.7445470499999995
43,4.300000000000001,1.3503973,2.332937456388889,5.200415369444446
44,4.4,1.0876286,3.2187040611111106,2.466473961111111
45,4.5,2.2006495,3.7424928611111117,3.5090119002777764
46,4.6,1.6482424,2.955549493888889,3.452316138333334
47,4.699999999999999,2.1409125,3.641931272777778,3.7418111549999997
48,4.799999999999999,1.4962897,1.989675116666667,4.276811591666668
49,4.899999999999999,2.0324843,3.8580351916666675,2.965036052222222
50,4.999999999999998,1.1989247,2.232085270555556,5.2777588305555545
51,5.099999999999998,1.8733968,2.7576990666666665,4.384905183055555
52,5.1999999999999975,1.0924926,4.232636462777777,3.7441534972222232
53,5.299999999999997,2.12668,4.279229852777778,3.265202929166667
54,5.399999999999997,1.2403753,3.612836175,0.030244080000000007
55,5.4999999999999964,1.6671627,2.404761888888889,3.9386987027777787
56,5.599999999999996,0.7368913,3.126107263333333,4.544758638611111
57,5.699999999999996,1.123342,2.8245657,4.75897231888889
58,5.799999999999995,0.63384444,4.128774066666666,4.209450118333333
59,5.899999999999995,0.90228975,2.6178667858333333,3.6048953444444445
60,5.999999999999995,0.5450502,2.5881374005555546,4.152507630555556
61,6.099999999999994,0.6113392,3.429162963888889,4.083520039722223
62,6.199999999999994,0.22552231,3.3483620805555554,3.679111791666666
63,6.299999999999994,0.27815038,2.9000473944444445,4.488790077777777
64,6.399999999999993,0.17300491,3.3687875805555554,3.081420261111111
65,6.499999999999993,0.31154078,3.1367701313888894,3.2810092158333335
66,6.5999999999999925,0.17870322,3.5529484833333345,3.8720492183333337
67,6.699999999999992,0.2471189,2.5959436361111106,5.028419626388889
68,6.799999999999992,0.15656632,2.7668516919444452,3.813589081666667
69,6.899999999999992,0.3109078,3.583761027222222,0.04584104277777778
70,6.999999999999991,0.2106022,4.2462949638888885,5.019454919444444
71,7.099999999999991,0.38015723,4.30182088,3.7266924841666675
72,7.19999999999999,0.22897512,4.061741505833333,4.148810097499999
73,7.29999999999999,0.2644289,3.094845502777778,4.527884505555556
74,7.39999999999999,0.15683469,3.5720148472222224,4.030688647222224
75,7.499999999999989,0.18881577,3.5037148972222227,4.628818294444444
76,7.599999999999989,0.14520305,3.1425810433333337,5.219931794444445
77,7.699999999999989,0.26684737,4.068111005555555,3.7047023527777774
78,7.799999999999988,0.11105255,2.405396139444444,5.271460819444446
79,7.899999999999988,0.16541739,3.2525225277777774,3.1232736249999995
80,7.999999999999988,0.16543613,3.6597829027777786,4.332122094166667
81,8.099999999999987,0.2294549,3.6443369658333324,3.4460304999999996
82,8.199999999999987,0.15139878,1.793777966111111,4.0097545000000006
83,8.299999999999986,0.2351254,2.6534264508333334,3.898204289166667
84,8.399999999999986,0.2007323,2.2809555219444446,4.127848734166667
85,8.499999999999986,0.15699564,3.824933802777778,3.839971268055555
86,8.599999999999985,0.13741645,3.144265280833333,5.4344988500000015
87,8.699999999999985,0.24311735,3.592250513888889,4.491474822222223
88,8.799999999999985,0.22978768,3.6572667,4.809517405555556
89,8.899999999999984,0.4799638,2.4631481233333337,2.8153830822222226
90,8.999999999999984,0.2832715,3.6661365555555565,3.4784339444444448
91,9.099999999999984,0.3885021,2.995862631666667,5.550373947222221
92,9.199999999999983,0.27874956,4.255568891666666,3.6420254080555554
93,9.299999999999985,0.5539063,4.479211338888889,5.797139554166667
94,9.399999999999984,0.3792748,4.465148155555557,4.936807088055556
95,9.499999999999982,0.5486425,3.561643748888889,3.3228721127777776
96,9.599999999999982,0.34739697,3.3374496011111106,0.04734072388888887
97,9.699999999999982,0.5394829,3.3311098269444437,0.050152930277777785
