,Time,Velocity,Direction,Magnitude
0,0.0,0.3189898,2.3325977813888894,0.09682216777777776
1,0.1,0.29091558,4.0670163025,0.04244119055555555
2,0.2,0.75096107,3.530347972222222,0.11746619694444443
3,0.3,0.68906313,2.7612560552777783,0.05695149250000001
4,0.4,0.5699162,2.9803196111111108,4.204570674444443
5,0.5,0.5952915,3.1751389694444443,0.033513021944444436
6,0.6,0.5878291,3.7397943777777787,3.726101956388888
7,0.7,0.889446,3.4940492583333334,0.05388167305555555
8,0.7999999999999999,0.39738122,2.2372572952777774,5.148967275555557
9,0.8999999999999999,0.8407216,4.47306379361111,0.05633835194444444
10,1.0,0.31308657,3.521589330555555,3.967693022222222
11,1.1,0.53980064,2.1834976275,0.10744120666666666
12,1.2,0.56480044,3.2826890252777785,0.031212236388888887
13,1.3,0.841461,2.989632163888889,0.05327141583333333
14,1.4,0.269928,3.5584398613888886,0.02106077361111111
15,1.5000000000000002,0.95418626,4.0977115133333335,0.10314464250000001
16,1.6000000000000003,0.6230627,3.9978194111111103,0.030689872222222223
17,1.7000000000000004,0.86941266,4.38574493611111,0.13457316944444442
18,1.8000000000000005,0.34326524,2.9047416433333333,0.07175756416666666
19,1.9000000000000008,0.81051993,1.916943485,4.042551241666667
20,2.0000000000000004,0.39441985,4.154804069444445,0.1643138605555556
21,2.1000000000000005,0.63969684,3.5307291511111116,0.09634083861111112
22,2.2000000000000006,0.70945203,3.0128836363888887,0.04078592
23,2.3000000000000007,0.8254771,2.7066030719444445,0.08228140555555556
24,2.400000000000001,0.346093,2.3279629983333336,0.030397999999999998
25,2.500000000000001,0.743421,3.1787794288888884,0.030595150277777778
26,2.600000000000001,0.29882967,2.063802741111111,0.020525158333333335
27,2.700000000000001,0.7513017,2.9793065972222217,0.035579395
28,2.800000000000001,1.9211311,1.5821480325000001,0.12237498555555557
29,2.900000000000001,10.594235,4.992138968333332,0.8314432163888889
30,3.0000000000000013,0.9892677,3.4406442305555562,0.08089000777777779
31,3.1000000000000014,2.2918003,4.194262513888891,0.3631914272222222
32,3.200000000000001,2.3600717,3.6040733527777786,0.5963169705555558
33,3.3000000000000016,2.4460137,2.8782825872222224,1.0381494102777777
34,3.4000000000000017,2.3563,5.407275227777778,5.707575788888889
35,3.5000000000000018,3.6678586,3.2231182372222227,0.4932841919444445
36,3.600000000000002,1.368429,2.4533201547222228,0.3096367741666666
37,3.700000000000002,3.337603,4.2209336111111115,5.9254009638888885
38,3.800000000000002,2.2929635,2.7347804341666664,1.1891244677777775
