,Time,Velocity,Direction,Magnitude
0,0.0,0.109420836,1.8806220716666664,0.01750766666666666
1,0.1,0.067690514,2.869305775000001,4.2586407005555555
2,0.2,0.08528243,3.1135941261111113,3.758474758333333
3,0.3,0.11824326,2.815019535277778,3.994136455555555
4,0.4,0.08852066,2.433623899722223,4.074366252777777
5,0.5,0.18168546,3.1138138972222222,0.01940984694444444
6,0.6,0.077774905,2.8102082922222213,2.605903302777778
7,0.7,0.117685966,2.96485402111111,3.382998849999999
8,0.7999999999999999,0.0690889,3.6510071563888897,3.2933169205555557
9,0.8999999999999999,0.12155779,3.300304312222222,4.33178826388889
10,1.0,0.09587877,3.025914448055555,2.8697635236111108
11,1.1,0.22112508,3.0838946747222216,3.1374606136111107
12,1.2,0.0907068,2.0565605727777783,4.7512789444444445
13,1.3,0.13631557,2.8345391799999993,4.144100472222223
14,1.4,0.0848589,1.6435682911111111,3.6113954625000013
15,1.5000000000000002,0.110037155,2.280142743333333,3.684829091666666
16,1.6000000000000003,0.07443933,3.0941951016666667,3.779177072222223
17,1.7000000000000004,0.16306534,3.090936102222222,4.446152464166667
18,1.8000000000000005,0.08398914,2.5721897277777783,3.7992616641666674
19,1.9000000000000008,0.122233905,2.8703316969444446,4.04981259
20,2.0000000000000004,0.07778503,2.6515959680555556,3.9084116916666676
21,2.1000000000000005,0.1193815,2.466387002777778,3.7698849847222218
22,2.2000000000000006,0.07809201,2.18164971,4.0031899694444455
23,2.3000000000000007,0.1809193,3.3446663663888887,3.586600061944445
24,2.400000000000001,0.073180765,2.456661873055555,3.8566137194444456
25,2.500000000000001,0.11261354,2.671707043333334,3.0273748499999997
26,2.600000000000001,0.07536434,2.2392358441666667,3.2440120416666662
27,2.700000000000001,0.11672892,1.9844494199999998,3.3130902249999994
28,2.800000000000001,0.08024509,2.605950506111111,4.590480145833333
29,2.900000000000001,0.15350264,2.7790611477777767,3.3498411691666665
30,3.0000000000000013,0.06630455,2.5715984347222234,3.741136752777779
31,3.1000000000000014,0.10445422,2.2060145433333336,4.5403297388888895
32,3.200000000000001,0.079471186,2.717622041666667,3.574136816666667
33,3.3000000000000016,0.12001532,3.4867083055555557,3.931590341666667
34,3.4000000000000017,0.07821668,2.8381206972222213,3.5506201694444446
35,3.5000000000000018,0.18822436,2.444342446388889,3.598593706666667
36,3.600000000000002,0.062296577,3.2362346375000004,3.575482105555555
37,3.700000000000002,0.11579451,3.0004652538888887,4.007570108333333
38,3.800000000000002,0.07703889,2.8002902125,3.9214678088888877
39,3.900000000000002,0.10915851,2.918938327222222,4.376714469444444
40,4.000000000000002,0.06868079,3.193002591111111,3.4262199416666665
41,4.100000000000001,0.14441271,2.6782133583333336,4.634289308333333
42,4.200000000000001,0.065996796,3.679156055555556,3.9216231611111123
43,4.300000000000001,0.10511123,3.8617085527777766,3.9177544113888882
44,4.4,0.07093034,2.728796729166667,3.730244905277778
45,4.5,0.110414855,2.7796107961111116,3.349557086111112
46,4.6,0.073744506,2.550021645833333,3.7689091208333343
47,4.699999999999999,0.19223008,3.2564621316666673,3.9938311833333335
48,4.799999999999999,0.0761884,2.7049978372222228,3.5892662552777788
49,4.899999999999999,0.12912841,3.314748677500001,3.5972022969444435
50,4.999999999999998,0.09453997,3.404068240277778,4.057620849444445
51,5.099999999999998,0.11007683,3.4398752697222217,3.696632252777777
52,5.1999999999999975,0.077397324,3.117447310833333,2.941084224166667
53,5.299999999999997,0.16218397,3.7093318602777785,3.6414364888888886
54,5.399999999999997,0.06867531,3.0665212005555555,3.311391705555555
